ID,CUSTOMERNAME,PHONE,PRODUCT,TRANSPORTINDUSTRY,PRODUCTCODE,ADDRESSLINE,CITY,COUNTRY,TERRITORY
210,Lyon Souveniers,+33 1 46 62 7555,Classic Cars,Land-Based,S12_1108,27 rue du Colonel Pierre Avia,Paris,France,EMEA
211,Gift Depot Inc.,2035552570,Classic Cars,Land-Based,S12_1108,25593 South Bay Ln.,Bridgewater,USA,NA
212,Baane Mini Imports,07-98 9555,Trucks and Buses,Land-Based,S12_1666,Erling Skakkes gate 78,Stavern,Norway,EMEA
213,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_1666,5677 Strong St.,San Rafael,USA,NA
214,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Trucks and Buses,Land-Based,S12_1666,"C/ Araquil, 67",Madrid,Spain,EMEA
215,Technics Stores Inc.,6505556809,Trucks and Buses,Land-Based,S12_1666,9408 Furth Circle,Burlingame,USA,NA
216,"Dragon Souveniers, Ltd.",+65 221 7555,Trucks and Buses,Land-Based,S12_1666,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
217,Mini Auto Werke,7675-3555,Trucks and Buses,Land-Based,S12_1666,Kirchgasse 6,Graz,Austria,EMEA
218,"Australian Gift Network, Co",61-7-3844-6555,Trucks and Buses,Land-Based,S12_1666,31 Duncan St. West End,South Brisbane,Australia,APAC
219,"Classic Gift Ideas, Inc",2155554695,Trucks and Buses,Land-Based,S12_1666,782 First Street,Philadelphia,USA,NA
220,"Saveley & Henriot, Co.",78.32.5555,Trucks and Buses,Land-Based,S12_1666,"2, rue du Commerce",Lyon,France,EMEA
221,Canadian Gift Exchange Network,(604) 555-3392,Trucks and Buses,Land-Based,S12_1666,1900 Oak St.,Vancouver,Canada,NA
222,Auto Assoc. & Cie.,30.59.8555,Trucks and Buses,Land-Based,S12_1666,"67, avenue de l'Europe",Versailles,France,EMEA
223,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_1666,5677 Strong St.,San Rafael,USA,NA
224,Super Scale Inc.,2035559545,Trucks and Buses,Land-Based,S12_1666,567 North Pendale Street,New Haven,USA,NA
225,"Tokyo Collectables, Ltd",+81 3 3584 0555,Trucks and Buses,Land-Based,S12_1666,2-2-8 Roppongi,Minato-ku,Japan,APAC
226,Souveniers And Things Co.,+61 2 9495 8555,Trucks and Buses,Land-Based,S12_1666,"Monitor Money Building, 815 Pacific Hwy",Chatswood,Australia,APAC
227,Diecast Classics Inc.,2155551555,Trucks and Buses,Land-Based,S12_1666,7586 Pompton St.,Allentown,USA,NA
228,Scandinavian Gift Ideas,0695-34 6555,Trucks and Buses,Land-Based,S12_1666,?kergatan 24,Boras,Sweden,EMEA
229,Auto Assoc. & Cie.,30.59.8555,Trucks and Buses,Land-Based,S12_1666,"67, avenue de l'Europe",Versailles,France,EMEA
230,Canadian Gift Exchange Network,(604) 555-3392,Trucks and Buses,Land-Based,S12_1666,1900 Oak St.,Vancouver,Canada,NA
231,Online Diecast Creations Co.,6035558647,Trucks and Buses,Land-Based,S12_1666,2304 Long Airport Avenue,Nashua,USA,NA
232,Mini Wheels Co.,6505555787,Trucks and Buses,Land-Based,S12_1666,5557 North Pendale Street,San Francisco,USA,NA
233,"Australian Collectors, Co.",03 9520 4555,Trucks and Buses,Land-Based,S12_1666,636 St Kilda Road,Melbourne,Australia,APAC
234,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_1666,5677 Strong St.,San Rafael,USA,NA
235,"Anna's Decorations, Ltd",02 9936 8555,Trucks and Buses,Land-Based,S12_1666,201 Miller Street,North Sydney,Australia,APAC
236,Corporate Gift Ideas Co.,6505551386,Trucks and Buses,Land-Based,S12_1666,7734 Strong St.,San Francisco,USA,NA
237,"Anna's Decorations, Ltd",02 9936 8555,Trucks and Buses,Land-Based,S12_1666,201 Miller Street,North Sydney,Australia,APAC
238,Quebec Home Shopping Network,(514) 555-8054,Trucks and Buses,Land-Based,S12_1666,43 rue St. Laurent,Montreal,Canada,NA
239,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S12_1666,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
240,Land of Toys Inc.,2125557818,Motorcycles,Land-Based,S12_2823,897 Long Airport Avenue,NYC,USA,NA
241,Reims Collectables,26.47.1555,Motorcycles,Land-Based,S12_2823,59 rue de l'Abbaye,Reims,France,EMEA
242,Lyon Souveniers,+33 1 46 62 7555,Motorcycles,Land-Based,S12_2823,27 rue du Colonel Pierre Avia,Paris,France,EMEA
243,Toys4GrownUps.com,6265557265,Motorcycles,Land-Based,S12_2823,78934 Hillside Dr.,Pasadena,USA,NA
244,Corporate Gift Ideas Co.,6505551386,Motorcycles,Land-Based,S12_2823,7734 Strong St.,San Francisco,USA,NA
245,"Anna's Decorations, Ltd",02 9936 8555,Motorcycles,Land-Based,S12_2823,201 Miller Street,North Sydney,Australia,APAC
246,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S12_2823,"184, chausse de Tournai",Lille,France,EMEA
247,Toys4GrownUps.com,6265557265,Motorcycles,Land-Based,S12_2823,78934 Hillside Dr.,Pasadena,USA,NA
248,Mini Wheels Co.,6505555787,Motorcycles,Land-Based,S12_2823,5557 North Pendale Street,San Francisco,USA,NA
249,Auto Canal Petit,(1) 47.55.6555,Motorcycles,Land-Based,S12_2823,"25, rue Lauriston",Paris,France,EMEA
250,Daedalus Designs Imports,20.16.1555,Motorcycles,Land-Based,S12_2823,"184, chausse de Tournai",Lille,France,EMEA
251,Vitachrome Inc.,2125551500,Motorcycles,Land-Based,S12_2823,2678 Kingston Rd.,NYC,USA,NA
252,Tekni Collectables Inc.,2015559350,Motorcycles,Land-Based,S12_2823,7476 Moss Rd.,Newark,USA,NA
253,Gift Depot Inc.,2035552570,Motorcycles,Land-Based,S12_2823,25593 South Bay Ln.,Bridgewater,USA,NA
254,Online Mini Collectables,6175557555,Motorcycles,Land-Based,S12_2823,7635 Spinnaker Dr.,Brickhaven,USA,NA
255,Marta's Replicas Co.,6175558555,Motorcycles,Land-Based,S12_2823,39323 Spinnaker Dr.,Cambridge,USA,NA
256,"Toys of Finland, Co.",90-224 8555,Motorcycles,Land-Based,S12_2823,Keskuskatu 45,Helsinki,Finland,EMEA
257,Baane Mini Imports,07-98 9555,Motorcycles,Land-Based,S12_2823,Erling Skakkes gate 78,Stavern,Norway,EMEA
258,Microscale Inc.,2125551957,Motorcycles,Land-Based,S12_2823,5290 North Pendale Street,NYC,USA,NA
259,Land of Toys Inc.,2125557818,Motorcycles,Land-Based,S12_2823,897 Long Airport Avenue,NYC,USA,NA
260,Salzburg Collectables,6562-9555,Motorcycles,Land-Based,S12_2823,Geislweg 14,Salzburg,Austria,EMEA
261,Technics Stores Inc.,6505556809,Motorcycles,Land-Based,S12_2823,9408 Furth Circle,Burlingame,USA,NA
262,La Rochelle Gifts,40.67.8555,Motorcycles,Land-Based,S12_2823,"67, rue des Cinquante Otages",Nantes,France,EMEA
263,FunGiftIdeas.com,5085552555,Motorcycles,Land-Based,S12_2823,1785 First Street,New Bedford,USA,NA
264,"UK Collectables, Ltd.",(171) 555-2282,Motorcycles,Land-Based,S12_2823,Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA
265,Euro Shopping Channel,(91) 555 94 44,Motorcycles,Land-Based,S12_2823,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
266,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3148,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
267,"Dragon Souveniers, Ltd.",+65 221 7555,Classic Cars,Land-Based,S12_3148,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
268,Muscle Machine Inc,2125557413,Classic Cars,Land-Based,S12_3148,4092 Furth Circle,NYC,USA,NA
269,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3148,5677 Strong St.,San Rafael,USA,NA
270,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3148,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
271,"Dragon Souveniers, Ltd.",+65 221 7555,Classic Cars,Land-Based,S12_3148,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
272,L'ordine Souveniers,0522-556555,Classic Cars,Land-Based,S12_3148,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
273,Mini Creations Ltd.,5085559555,Classic Cars,Land-Based,S12_3148,4575 Hillside Dr.,New Bedford,USA,NA
274,Super Scale Inc.,2035559545,Classic Cars,Land-Based,S12_3148,567 North Pendale Street,New Haven,USA,NA
275,"Saveley & Henriot, Co.",78.32.5555,Classic Cars,Land-Based,S12_3148,"2, rue du Commerce",Lyon,France,EMEA
276,"Clover Collections, Co.",+353 1862 1555,Classic Cars,Land-Based,S12_3148,25 Maiden Lane,Dublin,Ireland,EMEA
277,"Blauer See Auto, Co.",+49 69 66 90 2555,Classic Cars,Land-Based,S12_3148,Lyonerstr. 34,Frankfurt,Germany,EMEA
278,Suominen Souveniers,+358 9 8045 555,Classic Cars,Land-Based,S12_3148,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
279,Diecast Classics Inc.,2155551555,Classic Cars,Land-Based,S12_3148,7586 Pompton St.,Allentown,USA,NA
280,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3148,5677 Strong St.,San Rafael,USA,NA
281,Amica Models & Co.,011-4988555,Classic Cars,Land-Based,S12_3148,Via Monte Bianco 34,Torino,Italy,EMEA
282,"AV Stores, Co.",(171) 555-1555,Classic Cars,Land-Based,S12_3148,Fauntleroy Circus,Manchester,UK,EMEA
283,Heintze Collectables,86 21 3555,Classic Cars,Land-Based,S12_3148,Smagsloget 45,Aaarhus,Denmark,EMEA
284,Vitachrome Inc.,2125551500,Classic Cars,Land-Based,S12_3148,2678 Kingston Rd.,NYC,USA,NA
285,"La Corne D'abondance, Co.",(1) 42.34.2555,Classic Cars,Land-Based,S12_3148,"265, boulevard Charonne",Paris,France,EMEA
286,"Corrida Auto Replicas, Ltd",(91) 555 22 82,Classic Cars,Land-Based,S12_3148,"C/ Araquil, 67",Madrid,Spain,EMEA
287,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3148,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
288,"Tokyo Collectables, Ltd",+81 3 3584 0555,Classic Cars,Land-Based,S12_3148,2-2-8 Roppongi,Minato-ku,Japan,APAC
289,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3148,5677 Strong St.,San Rafael,USA,NA
290,Gift Depot Inc.,2035552570,Classic Cars,Land-Based,S12_3148,25593 South Bay Ln.,Bridgewater,USA,NA
291,Cruz & Sons Co.,+63 2 555 3587,Classic Cars,Land-Based,S12_3380,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
292,Marseille Mini Autos,91.24.4555,Classic Cars,Land-Based,S12_3380,"12, rue des Bouchers",Marseille,France,EMEA
293,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3380,5677 Strong St.,San Rafael,USA,NA
294,Collectables For Less Inc.,6175558555,Classic Cars,Land-Based,S12_3380,7825 Douglas Av.,Brickhaven,USA,NA
295,"Men 'R' US Retailers, Ltd.",2155554369,Classic Cars,Land-Based,S12_3380,6047 Douglas Av.,Los Angeles,USA,NA
296,Mini Auto Werke,7675-3555,Classic Cars,Land-Based,S12_3380,Kirchgasse 6,Graz,Austria,EMEA
297,Herkku Gifts,+47 2267 3215,Classic Cars,Land-Based,S12_3380,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
298,"Toms Spezialitten, Ltd",0221-5554327,Classic Cars,Land-Based,S12_3380,Mehrheimerstr. 369,Koln,Germany,EMEA
299,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3380,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
300,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3380,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
301,"Vida Sport, Ltd",0897-034555,Classic Cars,Land-Based,S12_3380,Grenzacherweg 237,Gensve,Switzerland,EMEA
302,Danish Wholesale Imports,31 12 3555,Classic Cars,Land-Based,S12_3380,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
303,"UK Collectables, Ltd.",(171) 555-2282,Classic Cars,Land-Based,S12_3380,Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA
304,L'ordine Souveniers,0522-556555,Classic Cars,Land-Based,S12_3380,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
305,Online Mini Collectables,6175557555,Classic Cars,Land-Based,S12_3380,7635 Spinnaker Dr.,Brickhaven,USA,NA
306,"Vida Sport, Ltd",0897-034555,Classic Cars,Land-Based,S12_3380,Grenzacherweg 237,Gensve,Switzerland,EMEA
307,"Blauer See Auto, Co.",+49 69 66 90 2555,Classic Cars,Land-Based,S12_3380,Lyonerstr. 34,Frankfurt,Germany,EMEA
308,"Toms Spezialitten, Ltd",0221-5554327,Classic Cars,Land-Based,S12_3380,Mehrheimerstr. 369,Koln,Germany,EMEA
309,"Volvo Model Replicas, Co",0921-12 3555,Classic Cars,Land-Based,S12_3380,Berguvsv�gen  8,Lule,Sweden,EMEA
310,Land of Toys Inc.,2125557818,Classic Cars,Land-Based,S12_3380,897 Long Airport Avenue,NYC,USA,NA
311,Salzburg Collectables,6562-9555,Classic Cars,Land-Based,S12_3380,Geislweg 14,Salzburg,Austria,EMEA
312,Suominen Souveniers,+358 9 8045 555,Classic Cars,Land-Based,S12_3380,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
313,Boards & Toys Co.,3105552373,Classic Cars,Land-Based,S12_3380,4097 Douglas Av.,Glendale,USA,NA
314,Scandinavian Gift Ideas,0695-34 6555,Classic Cars,Land-Based,S12_3380,?kergatan 24,Boras,Sweden,EMEA
315,Salzburg Collectables,6562-9555,Classic Cars,Land-Based,S12_3380,Geislweg 14,Salzburg,Austria,EMEA
316,Danish Wholesale Imports,31 12 3555,Classic Cars,Land-Based,S12_3891,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
317,"Dragon Souveniers, Ltd.",+65 221 7555,Classic Cars,Land-Based,S12_3891,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
318,Muscle Machine Inc,2125557413,Classic Cars,Land-Based,S12_3891,4092 Furth Circle,NYC,USA,NA
319,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3891,5677 Strong St.,San Rafael,USA,NA
320,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3891,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
321,"Dragon Souveniers, Ltd.",+65 221 7555,Classic Cars,Land-Based,S12_3891,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
322,L'ordine Souveniers,0522-556555,Classic Cars,Land-Based,S12_3891,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
323,Mini Creations Ltd.,5085559555,Classic Cars,Land-Based,S12_3891,4575 Hillside Dr.,New Bedford,USA,NA
324,Super Scale Inc.,2035559545,Classic Cars,Land-Based,S12_3891,567 North Pendale Street,New Haven,USA,NA
325,"Saveley & Henriot, Co.",78.32.5555,Classic Cars,Land-Based,S12_3891,"2, rue du Commerce",Lyon,France,EMEA
326,"Clover Collections, Co.",+353 1862 1555,Classic Cars,Land-Based,S12_3891,25 Maiden Lane,Dublin,Ireland,EMEA
327,CAF Imports,+34 913 728 555,Classic Cars,Land-Based,S12_3891,"Merchants House, 27-30 Merchant's Quay",Madrid,Spain,EMEA
328,Suominen Souveniers,+358 9 8045 555,Classic Cars,Land-Based,S12_3891,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
329,Diecast Classics Inc.,2155551555,Classic Cars,Land-Based,S12_3891,7586 Pompton St.,Allentown,USA,NA
330,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3891,5677 Strong St.,San Rafael,USA,NA
331,Amica Models & Co.,011-4988555,Classic Cars,Land-Based,S12_3891,Via Monte Bianco 34,Torino,Italy,EMEA
332,"AV Stores, Co.",(171) 555-1555,Classic Cars,Land-Based,S12_3891,Fauntleroy Circus,Manchester,UK,EMEA
333,Heintze Collectables,86 21 3555,Classic Cars,Land-Based,S12_3891,Smagsloget 45,Aaarhus,Denmark,EMEA
334,Baane Mini Imports,07-98 9555,Classic Cars,Land-Based,S12_3891,Erling Skakkes gate 78,Stavern,Norway,EMEA
335,"La Corne D'abondance, Co.",(1) 42.34.2555,Classic Cars,Land-Based,S12_3891,"265, boulevard Charonne",Paris,France,EMEA
336,Muscle Machine Inc,2125557413,Classic Cars,Land-Based,S12_3891,4092 Furth Circle,NYC,USA,NA
337,Reims Collectables,26.47.1555,Classic Cars,Land-Based,S12_3891,59 rue de l'Abbaye,Reims,France,EMEA
338,"Tokyo Collectables, Ltd",+81 3 3584 0555,Classic Cars,Land-Based,S12_3891,2-2-8 Roppongi,Minato-ku,Japan,APAC
339,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3891,5677 Strong St.,San Rafael,USA,NA
340,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3891,5677 Strong St.,San Rafael,USA,NA
341,Gift Depot Inc.,2035552570,Classic Cars,Land-Based,S12_3891,25593 South Bay Ln.,Bridgewater,USA,NA
342,Cruz & Sons Co.,+63 2 555 3587,Classic Cars,Land-Based,S12_3990,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
343,Marseille Mini Autos,91.24.4555,Classic Cars,Land-Based,S12_3990,"12, rue des Bouchers",Marseille,France,EMEA
344,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_3990,5677 Strong St.,San Rafael,USA,NA
345,Collectables For Less Inc.,6175558555,Classic Cars,Land-Based,S12_3990,7825 Douglas Av.,Brickhaven,USA,NA
346,Corporate Gift Ideas Co.,6505551386,Classic Cars,Land-Based,S12_3990,7734 Strong St.,San Francisco,USA,NA
347,"Anna's Decorations, Ltd",02 9936 8555,Classic Cars,Land-Based,S12_3990,201 Miller Street,North Sydney,Australia,APAC
348,Herkku Gifts,+47 2267 3215,Classic Cars,Land-Based,S12_3990,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
349,"Toms Spezialitten, Ltd",0221-5554327,Classic Cars,Land-Based,S12_3990,Mehrheimerstr. 369,Koln,Germany,EMEA
350,Euro Shopping Channel,(91) 555 94 44,Classic Cars,Land-Based,S12_3990,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
351,Auto Canal Petit,(1) 47.55.6555,Classic Cars,Land-Based,S12_3990,"25, rue Lauriston",Paris,France,EMEA
352,"Vida Sport, Ltd",0897-034555,Classic Cars,Land-Based,S12_3990,Grenzacherweg 237,Gensve,Switzerland,EMEA
353,Danish Wholesale Imports,31 12 3555,Classic Cars,Land-Based,S12_3990,Vinb'ltet 34,Kobenhavn,Denmark,EMEA
354,"UK Collectables, Ltd.",(171) 555-2282,Classic Cars,Land-Based,S12_3990,Berkeley Gardens 12  Brewery,Liverpool,UK,EMEA
355,L'ordine Souveniers,0522-556555,Classic Cars,Land-Based,S12_3990,Strada Provinciale 124,Reggio Emilia,Italy,EMEA
356,Online Mini Collectables,6175557555,Classic Cars,Land-Based,S12_3990,7635 Spinnaker Dr.,Brickhaven,USA,NA
357,"Vida Sport, Ltd",0897-034555,Classic Cars,Land-Based,S12_3990,Grenzacherweg 237,Gensve,Switzerland,EMEA
358,"Blauer See Auto, Co.",+49 69 66 90 2555,Classic Cars,Land-Based,S12_3990,Lyonerstr. 34,Frankfurt,Germany,EMEA
359,"Toms Spezialitten, Ltd",0221-5554327,Classic Cars,Land-Based,S12_3990,Mehrheimerstr. 369,Koln,Germany,EMEA
360,"Volvo Model Replicas, Co",0921-12 3555,Classic Cars,Land-Based,S12_3990,Berguvsv�gen  8,Lule,Sweden,EMEA
361,Land of Toys Inc.,2125557818,Classic Cars,Land-Based,S12_3990,897 Long Airport Avenue,NYC,USA,NA
362,Salzburg Collectables,6562-9555,Classic Cars,Land-Based,S12_3990,Geislweg 14,Salzburg,Austria,EMEA
363,Suominen Souveniers,+358 9 8045 555,Classic Cars,Land-Based,S12_3990,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
364,"Toys of Finland, Co.",90-224 8555,Classic Cars,Land-Based,S12_3990,Keskuskatu 45,Helsinki,Finland,EMEA
365,Scandinavian Gift Ideas,0695-34 6555,Classic Cars,Land-Based,S12_3990,?kergatan 24,Boras,Sweden,EMEA
366,Salzburg Collectables,6562-9555,Classic Cars,Land-Based,S12_3990,Geislweg 14,Salzburg,Austria,EMEA
367,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S12_4473,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
368,Classic Legends Inc.,2125558493,Trucks and Buses,Land-Based,S12_4473,5905 Pompton St.,NYC,USA,NA
369,Muscle Machine Inc,2125557413,Trucks and Buses,Land-Based,S12_4473,4092 Furth Circle,NYC,USA,NA
370,Suominen Souveniers,+358 9 8045 555,Trucks and Buses,Land-Based,S12_4473,"Software Engineering Center, SEC Oy",Espoo,Finland,EMEA
371,"Oulu Toy Supplies, Inc.",981-443655,Trucks and Buses,Land-Based,S12_4473,Torikatu 38,Oulu,Finland,EMEA
372,"Dragon Souveniers, Ltd.",+65 221 7555,Trucks and Buses,Land-Based,S12_4473,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,Singapore,APAC
373,"Stylish Desk Decors, Co.",(171) 555-0297,Trucks and Buses,Land-Based,S12_4473,35 King George,London,UK,EMEA
374,"Iberia Gift Imports, Corp.",(95) 555 82 82,Trucks and Buses,Land-Based,S12_4473,"C/ Romero, 33",Sevilla,Spain,EMEA
375,Mini Classics,9145554562,Trucks and Buses,Land-Based,S12_4473,3758 North Pendale Street,White Plains,USA,NA
376,Diecast Collectables,6175552555,Trucks and Buses,Land-Based,S12_4473,6251 Ingle Ln.,Boston,USA,NA
377,Signal Collectibles Ltd.,4155554312,Trucks and Buses,Land-Based,S12_4473,2793 Furth Circle,Brisbane,USA,NA
378,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_4473,5677 Strong St.,San Rafael,USA,NA
379,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S12_4473,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
380,Handji Gifts& Co,+65 224 1555,Trucks and Buses,Land-Based,S12_4473,Village Close - 106 Linden Road Sandown,Singapore,Singapore,APAC
381,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_4473,5677 Strong St.,San Rafael,USA,NA
382,Diecast Classics Inc.,2155551555,Trucks and Buses,Land-Based,S12_4473,7586 Pompton St.,Allentown,USA,NA
383,Land of Toys Inc.,2125557818,Trucks and Buses,Land-Based,S12_4473,897 Long Airport Avenue,NYC,USA,NA
384,Marta's Replicas Co.,6175558555,Trucks and Buses,Land-Based,S12_4473,39323 Spinnaker Dr.,Cambridge,USA,NA
385,Heintze Collectables,86 21 3555,Trucks and Buses,Land-Based,S12_4473,Smagsloget 45,Aaarhus,Denmark,EMEA
386,Vitachrome Inc.,2125551500,Trucks and Buses,Land-Based,S12_4473,2678 Kingston Rd.,NYC,USA,NA
387,"La Corne D'abondance, Co.",(1) 42.34.2555,Trucks and Buses,Land-Based,S12_4473,"265, boulevard Charonne",Paris,France,EMEA
388,Muscle Machine Inc,2125557413,Trucks and Buses,Land-Based,S12_4473,4092 Furth Circle,NYC,USA,NA
389,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S12_4473,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
390,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_4473,5677 Strong St.,San Rafael,USA,NA
391,Mini Gifts Distributors Ltd.,4155551450,Trucks and Buses,Land-Based,S12_4473,5677 Strong St.,San Rafael,USA,NA
392,Euro Shopping Channel,(91) 555 94 44,Trucks and Buses,Land-Based,S12_4473,"C/ Moralzarzal, 86",Madrid,Spain,EMEA
393,La Rochelle Gifts,40.67.8555,Trucks and Buses,Land-Based,S12_4473,"67, rue des Cinquante Otages",Nantes,France,EMEA
394,Cruz & Sons Co.,+63 2 555 3587,Classic Cars,Land-Based,S12_4675,15 McCallum Street - NatWest Center #13-03,Makati City,Philippines,APAC
395,Marseille Mini Autos,91.24.4555,Classic Cars,Land-Based,S12_4675,"12, rue des Bouchers",Marseille,France,EMEA
396,Mini Gifts Distributors Ltd.,4155551450,Classic Cars,Land-Based,S12_4675,5677 Strong St.,San Rafael,USA,NA
397,Collectables For Less Inc.,6175558555,Classic Cars,Land-Based,S12_4675,7825 Douglas Av.,Brickhaven,USA,NA
398,"Men 'R' US Retailers, Ltd.",2155554369,Classic Cars,Land-Based,S12_4675,6047 Douglas Av.,Los Angeles,USA,NA
399,Mini Auto Werke,7675-3555,Classic Cars,Land-Based,S12_4675,Kirchgasse 6,Graz,Austria,EMEA
400,Herkku Gifts,+47 2267 3215,Classic Cars,Land-Based,S12_4675,"Drammen 121, PR 744 Sentrum",Bergen,Norway,EMEA
